RD,TS_received,TS_sent,AK,RoundTrip,
401213,406300,2023-11-20_23-58-00-132934,406303,5087,
406303,411442,2023-11-20_23-58-04-948538,411451,5139,
411463,416549,2023-11-20_23-58-10-505732,416552,5086,
416553,421877,2023-11-20_23-58-15-938109,421879,5324,
421880,
426995,0,,432111,-426995,
432123,437232,2023-11-20_23-58-32-243892,437235,5109,
437235,442333,2023-11-20_23-58-36-971207,442343,5098,
442355,447476,2023-11-20_23-58-41-855103,447480,5121,
447480,452606,2023-11-20_23-58-47-676182,452614,5126,
452627,457742,2023-11-20_23-58-53-207845,457745,5115,
457745,462852,2023-11-20_23-58-57-873130,462855,5107,
462856,467978,2023-11-20_23-59-02-968435,467987,5122,
467999,473129,2023-11-20_23-59-08-221516,473132,5130,
473132,478266,2023-11-20_23-59-13-781501,478269,5134,
478269,483385,2023-11-20_23-59-18-633612,483388,5116,
483389,
488496,
493604,
498712,
503820,
508949,514064,2023-11-20_23-59-50-586573,514067,5115,
514068,
519165,
524281,
529389,534505,2023-11-21_00-00-11-657426,534508,5116,
534508,539616,2023-11-21_00-00-15-946586,539625,5108,
539636,544741,2023-11-21_00-00-22-128312,544745,5105,
544745,
549858,
554966,560081,2023-11-21_00-00-36-950408,560084,5115,
560086,565210,2023-11-21_00-00-42-675598,565219,5124,
565232,
570323,
575431,
656571,661687,2023-11-21_00-02-19-352032,661690,5116,
661691,
666792,671908,2023-11-21_00-02-31-747456,671911,5116,
671911,677026,2023-11-21_00-02-36-776586,677029,5115,
677029,
682143,
687266,
692376,697494,2023-11-21_00-02-58-091933,697503,5118,
697515,702631,2023-11-21_00-03-03-362670,702634,5116,
702634,707741,2023-11-21_00-03-08-572407,707744,5107,
707744,712864,2023-11-21_00-03-13-850769,712867,5120,
712868,0,,717976,-712868,
717977,723090,2023-11-21_00-03-22-205481,723093,5113,
723093,728250,2023-11-21_00-03-29-712207,728260,5157,
728272,733357,2023-11-21_00-03-34-193633,733359,5085,
733360,
738457,743573,2023-11-21_00-03-44-707582,743576,5116,
743576,
748673,
753784,
758892,764010,2023-11-21_00-04-06-239526,764018,5118,
764030,
769128,774246,2023-11-21_00-04-16-220942,774248,5118,
774249,779371,2023-11-21_00-04-22-119574,779373,5122,
779374,784478,2023-11-21_00-04-27-279802,784481,5104,
784481,
789592,
794700,799841,2023-11-21_00-04-42-809092,799843,5141,
799844,804949,2023-11-21_00-04-47-658605,804952,5105,
804954,810084,2023-11-21_00-04-52-559802,810092,5130,
810104,
815178,820294,2023-11-21_00-05-03-380475,820296,5116,
820297,825414,2023-11-21_00-05-09-297583,825417,5117,
825417,830545,2023-11-21_00-05-13-699375,830548,5128,
830548,
835643,
840751,845867,2023-11-21_00-05-28-083861,845870,5116,
845870,850981,2023-11-21_00-05-35-821096,850983,5111,
850984,856102,2023-11-21_00-05-40-903880,856111,5118,
856122,861237,2023-11-21_00-05-45-736654,861246,5115,
861258,
866336,871468,2023-11-21_00-05-55-937387,871472,5132,
871472,
876574,
881682,886797,2023-11-21_00-06-11-910951,886800,5115,
886801,
891915,
897023,902139,2023-11-21_00-06-27-652905,902142,5116,
902143,907259,2023-11-21_00-06-33-210294,907267,5116,
907278,912389,2023-11-21_00-06-37-833274,912392,5111,
912392,917507,2023-11-21_00-06-43-136872,917510,5115,
917510,922634,2023-11-21_00-06-47-627512,922643,5124,
922655,
927757,
932865,
937973,
943081,
978903,0,,984044,-978903,
984048,
989144,994260,2023-11-21_00-08-01-217488,994270,5116,
994282,
